objectid,wd19cd,wd19nm,wd19nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
288,E05000377,Mildmay, ,532770,185225,-0.08647,51.550301,860249.073157495,4005.24824347891
289,E05000378,St George's, ,529755,185733,-0.12974,51.555569,845780.94240122,4117.53481142396
290,E05000379,St Mary's, ,531543,184121,-0.10457,51.540668,1000985.07327086,4902.68121411716
291,E05000380,St Peter's, ,532044,183547,-0.09756,51.535389,741651.26900869,4095.32181628906
292,E05000381,Tollington, ,530411,187047,-0.1198,51.567219,748383.67114272,3707.3116699166
293,E05000400,Alexandra, ,520047,166637,-0.27618,51.386089,2678575.39061294,6905.50176328027
294,E05000401,Berrylands, ,518942,167293,-0.29184,51.392208,1322681.71091384,5478.81813396643
295,E05000402,Beverley, ,521766,168663,-0.2508,51.403931,1853613.65614825,7439.44225289749
296,E05000403,Canbury, ,518594,170117,-0.29589,51.417671,1238517.74587573,4998.64682524441
297,E05000404,Chessington North and Hook, ,517881,164742,-0.30792,51.369511,1884286.80701747,6655.03227737806
298,E05000405,Chessington South, ,517928,162408,-0.30802,51.348518,7634353.41498595,12137.1800541354
299,E05000406,Coombe Hill, ,520621,170839,-0.26651,51.423729,4246548.41838111,10881.553040059
300,E05000407,Coombe Vale, ,520476,169259,-0.26913,51.409561,1711279.90507508,5217.00322524425
301,E05000408,Grove, ,518272,168633,-0.30102,51.4044,2119170.58560173,7848.03731324787
302,E05000409,Norbiton, ,519406,168947,-0.28462,51.406979,1417571.77655318,4818.79750082893
303,E05000410,Old Malden, ,521537,166612,-0.25479,51.38554,1718902.00870578,6735.91830048675
304,E05000411,St James, ,521383,167395,-0.25674,51.392609,2197938.6114493,7363.15714296045
305,E05000412,St Mark's, ,517845,167545,-0.30751,51.394711,1406617.92012107,6591.37101016473
306,E05000413,Surbiton Hill, ,518376,166571,-0.30021,51.385841,1736561.63244002,5483.84954740691
307,E05000414,Tolworth and Hook Rise, ,519013,165300,-0.29148,51.37429,2461493.78268317,7281.08058491794
308,E05000415,Tudor, ,518256,170806,-0.30052,51.423931,1661893.43761262,6867.56952037072
309,E05000416,Bishop's, ,531036,179675,-0.11353,51.500832,1197298.54285812,4642.47938909924
310,E05000417,Brixton Hill, ,530487,174260,-0.12343,51.45229,1080816.95616156,5192.19027153302
311,E05000418,Clapham Common, ,529420,174624,-0.13864,51.455811,1409831.58731093,4689.43972103383
312,E05000419,Clapham Town, ,529177,175721,-0.14174,51.465721,1091521.04039694,4338.13962281968
313,E05000420,Coldharbour, ,531478,175651,-0.10866,51.464561,1226803.16406227,4564.15016470091
314,E05000421,Ferndale, ,530864,175676,-0.11748,51.464931,796703.10287652,4727.03484571963
315,E05000422,Gipsy Hill, ,532816,171711,-0.09089,51.428841,1501891.62074783,5650.81777404759
316,E05000423,Herne Hill, ,531951,175062,-0.10207,51.45916,2080710.03290764,7680.50254469731
317,E05000424,Knight's Hill, ,531666,171709,-0.10742,51.429089,1630191.2179454,5267.46849162735
318,E05000425,Larkhall, ,530066,176160,-0.12879,51.46946,981653.12663625,4501.21318348603
319,E05000426,Oval, ,530879,177660,-0.11653,51.482761,1474295.91821547,5381.7445509424
320,E05000427,Prince's, ,531058,178476,-0.11365,51.490051,831412.375099315,4591.33770592678
321,E05000428,St Leonard's, ,529945,171692,-0.13217,51.42934,1402392.11538909,6497.20175075158
322,E05000429,Stockwell, ,530309,176635,-0.12512,51.473679,837394.643544165,4918.33129163573
323,E05000430,Streatham Hill, ,530431,173054,-0.12468,51.441471,1243947.42975095,5006.25227766897
324,E05000431,Streatham South, ,530011,170368,-0.1317,51.417419,1668900.38713544,6437.76685942151
325,E05000432,Streatham Wells, ,530706,171771,-0.1212,51.429871,1407110.31036435,6135.9486927487
326,E05000433,Thornton, ,529594,173802,-0.13644,51.44838,912362.386917045,4409.8642140422
327,E05000434,Thurlow Park, ,532082,173172,-0.10089,51.442139,1494875.41733704,4970.46577439588
328,E05000435,Tulse Hill, ,531080,174027,-0.11499,51.450062,1060976.11026777,5227.53168546226
329,E05000436,Vassall, ,531379,176885,-0.10963,51.475681,1136606.5853601,4052.8525703776
330,E05000437,Bellingham, ,537448,172042,-0.02417,51.43071,3089495.0225391,8927.71997063226
331,E05000438,Blackheath, ,538957,175950,-0.00095,51.465462,2484709.01911368,7665.88911761017
332,E05000439,Brockley, ,537011,176314,-0.0288,51.469212,1726763.14330314,5224.53480262831
333,E05000440,Catford South, ,538608,172997,-0.00712,51.439011,1826068.84759383,6168.73672023122
334,E05000441,Crofton Park, ,536395,174248,-0.03846,51.45079,1749331.84502431,5935.46723545269
335,E05000442,Downham, ,539005,171303,-0.00208,51.423691,2630454.54192088,7796.47924856669
336,E05000443,Evelyn, ,536525,178155,-0.03508,51.48587,1742516.09024862,5517.74644605558
337,E05000444,Forest Hill, ,534978,173025,-0.05931,51.44014,1894844.28895397,6611.14225328313
338,E05000445,Grove Park, ,540665,172592,0.022289,51.434872,2518960.91728033,9294.77873952444
339,E05000446,Ladywell, ,537158,175193,-0.02712,51.459099,1563269.07344938,5539.39837821233
340,E05000447,Lee Green, ,539528,174471,0.006682,51.45203,1732356.20999151,6062.70515692558
341,E05000448,Lewisham Central, ,538501,174552,-0.00805,51.453011,2044477.6586801,8766.83601447471
342,E05000449,New Cross, ,535887,177612,-0.04447,51.48114,1906840.28980473,8392.82558258906
343,E05000450,Perry Vale, ,536103,172588,-0.0433,51.43594,1536682.38091111,4933.53381356452
344,E05000451,Rushey Green, ,537714,173709,-0.0197,51.445629,1810723.68599475,6684.54498475514
345,E05000452,Sydenham, ,535154,171698,-0.05728,51.428169,1761027.28946684,6539.64384602855
346,E05000453,Telegraph Hill, ,535875,176219,-0.04518,51.468632,1480314.21100354,6117.04506349585
347,E05000454,Whitefoot, ,539538,172643,0.006106,51.4356,2085065.28824339,8312.86306895341
348,E05000455,Abbey, ,525861,169831,-0.19154,51.413528,1416398.26692019,4973.55994928903
349,E05000456,Cannon Hill, ,524298,168461,-0.21449,51.401562,2012704.9092471,5787.16047815213
350,E05000457,Colliers Wood, ,527239,170365,-0.17155,51.418018,1235898.27784845,4717.3449561528
351,E05000458,Cricket Green, ,528055,167906,-0.1607,51.395741,2755917.9082515,10269.9107581876
352,E05000459,Dundonald, ,524512,169841,-0.21093,51.413921,1015667.8070342,5444.7715046784
353,E05000460,Figge's Marsh, ,528248,169379,-0.1574,51.408939,1129873.0631374,5105.25005100278
354,E05000461,Graveney, ,528651,170114,-0.15134,51.415451,961047.76438657,4582.33588651251
355,E05000462,Hillside, ,524181,170518,-0.21545,51.420078,1105719.51376889,5644.99024210355
356,E05000463,Lavender Fields, ,527163,169547,-0.17293,51.41069,1185433.87809875,4488.30639459292
357,E05000464,Longthornton, ,529368,169377,-0.14131,51.408661,1592341.49397769,6576.56532006613
358,E05000465,Lower Morden, ,523813,166981,-0.22197,51.388371,1665412.08773224,5414.65867918209
359,E05000466,Merton Park, ,525222,168997,-0.20102,51.406181,1928062.33217418,6058.42554708244
360,E05000467,Pollards Hill, ,529376,168198,-0.14162,51.398071,2007976.23361883,6438.15813639265
361,E05000468,Ravensbury, ,526636,167860,-0.18111,51.395649,1919118.38928717,6751.5566439175
362,E05000469,Raynes Park, ,522776,169444,-0.23602,51.410728,2054135.05275464,6346.03952911071
363,E05000470,St Helier, ,525226,167584,-0.20146,51.393478,1910100.8910917,6977.06717783366
364,E05000471,Trinity, ,525714,170779,-0.19332,51.422081,990393.93893435,4508.71288086485
365,E05000472,Village, ,523024,171098,-0.23188,51.425541,6118722.29297643,10819.0065278304
366,E05000473,West Barnes, ,522870,168052,-0.23515,51.398201,1957860.04269164,5940.76082594854
367,E05000474,Wimbledon Park, ,525436,171956,-0.1969,51.43272,2413992.26058117,7706.2645831681
368,E05000475,Beckton, ,543658,181747,0.069037,51.51638,5864381.22361284,10915.4017254898
369,E05000476,Boleyn, ,541637,183316,0.040561,51.530991,902358.039738775,3989.41517781567
370,E05000477,Canning Town North, ,539359,182292,0.007337,51.522362,2500649.2797575,6490.5844077256
371,E05000478,Canning Town South, ,539906,181061,0.014728,51.511162,1831660.27494191,7773.41382257606
372,E05000479,Custom House, ,541237,181261,0.033975,51.512619,2051981.93362304,6021.18533623048
373,E05000480,East Ham Central, ,542407,183542,0.051745,51.532829,961005.00735668,4085.96846406255
374,E05000481,East Ham North, ,542472,184650,0.05313,51.54277,934421.350817025,4793.15780618341
375,E05000482,East Ham South, ,542982,182708,0.059691,51.525188,1871009.16964895,6625.54371782899
376,E05000483,Forest Gate North, ,540346,185550,0.022852,51.551392,1267337.77340468,5334.35943579593
377,E05000484,Forest Gate South, ,539885,184884,0.015943,51.545521,1141970.75827986,5017.96268660096
378,E05000485,Green Street East, ,541402,184500,0.03765,51.541691,643037.28837862,3869.44863823826
379,E05000486,Green Street West, ,540765,184319,0.028399,51.540218,825504.798244915,4201.33179393799
380,E05000487,Little Ilford, ,542591,185806,0.055312,51.55312,1776251.96647156,6755.36248633821
381,E05000488,Manor Park, ,541859,185285,0.044552,51.54863,1459828.67587514,5620.05415562316
382,E05000489,Plaistow North, ,540451,183309,0.023472,51.531219,920828.290358955,5180.70072287286
383,E05000490,Plaistow South, ,541108,182513,0.032618,51.523911,1352516.92312733,4695.40340788312
384,E05000491,Royal Docks, ,542014,180200,0.044738,51.502899,3189026.95593716,9351.49858587713
385,E05000492,Stratford and New Town, ,538428,184069,-0.00537,51.538551,4205579.18929997,9117.09456072102
386,E05000493,Wall End, ,543185,184003,0.063141,51.53677,1410341.0044143,4982.00669585638
387,E05000494,West Ham, ,539613,183706,0.011556,51.535,1379844.42222516,4904.02991029922
388,E05000516,Barnes, ,522529,177191,-0.23689,51.480412,2579782.33819702,6277.20398929997
389,E05000517,East Sheen, ,520858,174041,-0.26201,51.452461,5678565.38628228,10756.7866291532
390,E05000518,Fulwell and Hampton Hill, ,514614,171210,-0.35275,51.42831,1995167.67599426,6592.65432587263
391,E05000519,"Ham, Petersham and Richmond Riverside", ,518356,172475,-0.29853,51.438911,9025278.39758823,15450.2901797823
392,E05000520,Hampton, ,516027,168882,-0.3332,51.407101,6836153.06016596,16679.1502196064
393,E05000521,Hampton North, ,513016,171175,-0.37574,51.428322,2051555.51394614,5690.52232577014
394,E05000522,Hampton Wick, ,517064,170551,-0.31774,51.42189,2558922.15058294,8927.37899645869
395,E05000523,Heathfield, ,513340,173549,-0.37032,51.449589,1752859.26157001,7727.3365400782
396,E05000524,Kew, ,518872,176736,-0.28968,51.4771,3237239.00511836,7919.78192992546
397,E05000525,Mortlake and Barnes Common, ,521361,175939,-0.25413,51.46941,1967245.17444545,7089.88276136155
398,E05000526,North Richmond, ,518500,175643,-0.2954,51.46735,2666929.73642786,9017.61667326631
399,E05000527,St Margarets and North Twickenham, ,516450,174388,-0.32531,51.456501,1838248.88741838,7438.88047521286
400,E05000528,South Richmond, ,518911,174472,-0.28988,51.456741,2694713.74167071,7288.48229728852
401,E05000529,South Twickenham, ,515512,172619,-0.33938,51.440788,1663569.82012732,5681.68779793014
402,E05000530,Teddington, ,515869,170560,-0.33492,51.422211,4186857.47327643,10158.6581548713
403,E05000531,Twickenham Riverside, ,517036,173741,-0.31709,51.450562,1705715.31085277,6417.35407677277
404,E05000532,West Twickenham, ,514147,172481,-0.35906,51.439831,2440923.1620435,6412.147300923
405,E05000533,Whitton, ,514317,173978,-0.35613,51.453251,1684150.59650803,6519.35530512892
406,E05000555,Beddington North, ,529747,165763,-0.13718,51.376099,4895091.84446772,9780.80841864113
407,E05000556,Beddington South, ,530114,163217,-0.13284,51.35313,2995475.67928718,8107.90681240268
408,E05000557,Belmont, ,525922,162515,-0.19326,51.347771,2428606.90482852,7378.27314721825
409,E05000558,Carshalton Central, ,527550,164411,-0.16921,51.364449,2003262.62324564,6901.00535535981
410,E05000559,Carshalton South and Clockhouse, ,527970,162212,-0.16397,51.344589,7230360.25063616,12831.2775003717
411,E05000560,Cheam, ,524367,162746,-0.21549,51.350189,4018321.3244532,11660.559612574
412,E05000561,Nonsuch, ,522703,165096,-0.23857,51.37167,1847114.17267314,7605.90864323392
413,E05000562,St Helier, ,526792,166324,-0.17941,51.381809,1465218.11521375,5684.67714823029
414,E05000563,Stonecot, ,524707,166047,-0.20946,51.37978,2013293.97244966,5616.34509664706
415,E05000564,Sutton Central, ,525997,164415,-0.19151,51.36483,1255210.47768767,4911.20283696048
416,E05000565,Sutton North, ,525856,165606,-0.19311,51.375561,1805557.16738118,5165.28018063023
417,E05000566,Sutton South, ,526236,163439,-0.18842,51.355999,1141718.47040291,4880.37283308404
418,E05000567,Sutton West, ,525284,163808,-0.20196,51.359531,1823342.75323591,6368.03123534821
419,E05000568,The Wrythe, ,527431,165603,-0.1705,51.375179,1583549.67315474,5740.07147028171
420,E05000569,Wallington North, ,528854,164718,-0.15038,51.366909,1723357.47209575,5697.63782418512
421,E05000570,Wallington South, ,528999,163274,-0.14882,51.353901,1652860.19755813,5326.48524300634
422,E05000571,Wandle Valley, ,527924,166527,-0.16308,51.383381,2059765.11655814,7371.18335503696
423,E05000572,Worcester Park, ,523177,166070,-0.23142,51.380322,2275656.5131958,5986.11137466593
424,E05000590,Cann Hall, ,539677,186400,0.013546,51.559189,783695.99716493,3880.86454050391
425,E05000591,Cathall, ,538696,186001,-0.00075,51.555851,1190393.40274594,4634.77658402457
426,E05000592,Chapel End, ,537644,190618,-0.01411,51.597591,1981363.52084746,5537.35972675284
427,E05000593,Chingford Green, ,538849,194979,0.005001,51.636478,3835821.77609325,8500.01713202031
428,E05000594,Endlebury, ,537911,193900,-0.00896,51.627022,2020861.43074438,5727.14477229547
429,E05000595,Forest, ,538779,188281,0.001343,51.576321,1960601.81495375,6441.51327338244
430,E05000596,Grove Green, ,538490,186807,-0.0034,51.563141,808230.854190055,3762.76693157842
431,E05000597,Hale End and Highams Park, ,538907,190916,0.00423,51.59996,2311327.18873073,7909.66401999804
432,E05000598,Hatch Lane, ,539310,192424,0.010643,51.613411,2330579.25427014,7674.98297789848
433,E05000599,High Street, ,535210,188424,-0.05007,51.578468,3064267.42236953,8501.14673996926
434,E05000600,Higham Hill, ,536187,190787,-0.03506,51.599468,3220279.72278395,7993.5845989772
435,E05000601,Hoe Street, ,537739,189049,-0.01335,51.583469,1002418.90332421,4525.98062959227
436,E05000602,Larkswood, ,538001,192550,-0.0082,51.614868,1823018.25047267,6127.93246475144
437,E05000603,Lea Bridge, ,536295,187367,-0.03483,51.56871,2737489.41113725,7265.26117887398
438,E05000604,Leyton, ,537483,186699,-0.01796,51.56242,2132998.72836243,6436.14091437056
439,E05000605,Leytonstone, ,539213,187504,0.007294,51.569229,1376319.0004032,4502.1224518268
440,E05000606,Markhouse, ,536667,188294,-0.02911,51.57695,1343204.23464578,5616.82874001591
441,E05000607,Valley, ,536786,192434,-0.02578,51.61412,2052398.25849146,6105.20064337606
442,E05000608,William Morris, ,536913,189857,-0.02495,51.590931,944683.56140572,5295.25137626794
443,E05000609,Wood Street, ,538815,189490,0.002339,51.58717,1936198.09378767,5934.06482959253
444,E05000610,Balham, ,528396,174189,-0.15353,51.452129,1234360.9794149,5525.22249879337
445,E05000611,Bedford, ,528695,172287,-0.14992,51.434971,1801410.16936274,6121.49231976927
446,E05000612,Earlsfield, ,526322,172508,-0.18396,51.437489,1382136.60363707,6397.97590312838
447,E05000613,East Putney, ,524511,174442,-0.20933,51.455269,1676130.9732656,6872.07769750078
448,E05000614,Fairfield, ,525925,174731,-0.18888,51.457561,1347701.70194894,6326.28732363476
449,E05000615,Furzedown, ,528817,171246,-0.14855,51.425591,1500322.57228668,4839.54284817646
450,E05000616,Graveney, ,527818,171159,-0.16294,51.42503,970354.663618415,3986.22112574524
451,E05000617,Latchmere, ,527186,175919,-0.17031,51.467949,1138907.71439967,5373.23341577241
452,E05000618,Nightingale, ,528046,173158,-0.15894,51.44294,1157978.41322903,4579.30947740382
453,E05000619,Northcote, ,527671,174636,-0.1638,51.45631,1686167.86198206,6456.97778006677
454,E05000620,Queenstown, ,528646,176905,-0.14895,51.476479,2936108.63387298,8180.47433457873
455,E05000621,Roehampton and Putney Heath, ,522399,173116,-0.24017,51.44381,4611631.55396266,12080.5067611849
456,E05000622,St Mary's Park, ,526862,176607,-0.17473,51.474209,966624.588009365,5638.81229817784
457,E05000623,Shaftesbury, ,527982,175717,-0.15893,51.465961,966238.247981365,3902.28933637019
458,E05000624,Southfields, ,525267,173486,-0.19879,51.44651,1657427.09232346,5569.0544200295
459,E05000625,Thamesfield, ,523496,175630,-0.22351,51.466171,1728939.99074599,6516.81923824014
460,E05000626,Tooting, ,527087,171754,-0.17323,51.430538,1602040.39775498,5505.42636784333
461,E05000627,Wandsworth Common, ,526797,173678,-0.17671,51.447899,2775646.16464779,7522.84639773568
462,E05000628,West Hill, ,524196,173319,-0.21425,51.445251,1712242.5115108,5266.21704257148
463,E05000629,West Putney, ,522945,174764,-0.23174,51.458511,1876875.07214389,6010.49109321197
464,E05000630,Abbey Road, ,526334,183257,-0.17995,51.534088,1032350.54102798,4220.30314524461
465,E05000631,Bayswater, ,525483,181289,-0.19291,51.51659,646047.45691943,3202.94319528245
466,E05000632,Bryanston and Dorset Square, ,527554,181754,-0.16291,51.520309,716018.943910635,3915.84051635329
467,E05000633,Churchill, ,528476,178310,-0.15088,51.489151,557700.613281745,3564.59165310306
468,E05000634,Church Street, ,527022,182086,-0.17046,51.523411,450460.51161675,2987.88320559265
469,E05000635,Harrow Road, ,525011,182475,-0.19929,51.527359,455292.21746306,3468.86893051429
470,E05000636,Hyde Park, ,526894,181230,-0.17261,51.515751,946413.595647715,4240.3294265585
471,E05000637,Knightsbridge and Belgravia, ,527232,179754,-0.16827,51.502411,3592969.80325091,9448.35879723402
472,E05000638,Lancaster Gate, ,526051,180979,-0.18484,51.51368,596304.570918905,3280.02396557088
473,E05000639,Little Venice, ,526176,182160,-0.18262,51.524269,602993.09644209,3525.57959744341
474,E05000640,Maida Vale, ,525723,182783,-0.18892,51.529968,678708.195470345,3401.70901599785
